Industry,predicate,num
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.049
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_HMRCTimeToPayscheme_Percentage,0.186
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_WeHaveNotAppliedForAnyOfTheseinitiatives_Percentage,0.207
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_AccreditedFinanceagreements_Percentage,0.074
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_BusinessRatesholiday_Percentage,0.073
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_CoronavirusJobRetentionScheme_Percentage,0.35
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_DeferringVATpayments_Percentage,0.228
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.023
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_HMRCTimeToPayscheme_Percentage,0.083
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_NoneOfTheabove_Percentage,0.503
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_AccreditedFinanceagreements_Percentage,0.023
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_BusinessRatesholiday_Percentage,0.078
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_CoronavirusJobRetentionScheme_Percentage,0.216
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_DeferringVATpayments_Percentage,0.518
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.022
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_HMRCTimeToPayscheme_Percentage,0.146
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#ProfessionalScientificAndTechnicalActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_WehaventReceivedAnyThatWeAppliedfor_Percentage,0.176
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_AccreditedFinanceagreements_Percentage,0.092
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_BusinessRatesholiday_Percentage,0.241
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_CoronavirusJobRetentionScheme_Percentage,0.766
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_DeferringVATpayments_Percentage,0.553
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.064
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_HMRCTimeToPayscheme_Percentage,0.248
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_WeHaveNotAppliedForAnyOfTheseinitiatives_Percentage,0.167
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_AccreditedFinanceagreements_Percentage,0.074
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_BusinessRatesholiday_Percentage,0.096
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_CoronavirusJobRetentionScheme_Percentage,0.355
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_DeferringVATpayments_Percentage,0.199
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.021
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_HMRCTimeToPayscheme_Percentage,0.078
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_NoneOfTheabove_Percentage,0.489
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_AccreditedFinanceagreements_Percentage,0.025
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_BusinessRatesholiday_Percentage,0.145
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_CoronavirusJobRetentionScheme_Percentage,0.287
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_DeferringVATpayments_Percentage,0.44
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.025
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_HMRCTimeToPayscheme_Percentage,0.188
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#TransportationAndStorage,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_WehaventReceivedAnyThatWeAppliedfor_Percentage,0.184
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_AccreditedFinanceagreements_Percentage,0.1
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_BusinessRatesholiday_Percentage,0.157
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_CoronavirusJobRetentionScheme_Percentage,0.686
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_DeferringVATpayments_Percentage,0.571
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.057
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_HMRCTimeToPayscheme_Percentage,0.214
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_WeHaveNotAppliedForAnyOfTheseinitiatives_Percentage,0.214
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_AccreditedFinanceagreements_Percentage,0.071
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_BusinessRatesholiday_Percentage,0.071
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_CoronavirusJobRetentionScheme_Percentage,0.386
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_DeferringVATpayments_Percentage,0.229
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.029
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_HMRCTimeToPayscheme_Percentage,0.143
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_NoneOfTheabove_Percentage,0.457
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_AccreditedFinanceagreements_Percentage,0.043
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_BusinessRatesholiday_Percentage,0.043
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_CoronavirusJobRetentionScheme_Percentage,0.286
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_DeferringVATpayments_Percentage,0.371
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.014
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_HMRCTimeToPayscheme_Percentage,0.157
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WaterSupplySewerageWasteManagementAndRemediationActivities,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_WehaventReceivedAnyThatWeAppliedfor_Percentage,0.243
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_AccreditedFinanceagreements_Percentage,0.09
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_BusinessRatesholiday_Percentage,0.446
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_CoronavirusJobRetentionScheme_Percentage,0.726
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_DeferringVATpayments_Percentage,0.601
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.133
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_HMRCTimeToPayscheme_Percentage,0.25
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#apply_WeHaveNotAppliedForAnyOfTheseinitiatives_Percentage,0.155
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_AccreditedFinanceagreements_Percentage,0.083
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_BusinessRatesholiday_Percentage,0.093
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_CoronavirusJobRetentionScheme_Percentage,0.321
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_DeferringVATpayments_Percentage,0.158
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.042
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_HMRCTimeToPayscheme_Percentage,0.076
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#intend_NoneOfTheabove_Percentage,0.538
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_AccreditedFinanceagreements_Percentage,0.015
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_BusinessRatesholiday_Percentage,0.334
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_CoronavirusJobRetentionScheme_Percentage,0.239
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_DeferringVATpayments_Percentage,0.469
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_Government-fundedSmallBusinessGrantOrLoanschemes_Percentage,0.091
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_HMRCTimeToPayscheme_Percentage,0.183
http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#WholesaleAndRetailTrade;RepairOfMotorVehiclesAndMotorcycles,http://www.semanticweb.org/tianyiyuan/ontologies/comp6214/coursework1#receive_WehaventReceivedAnyThatWeAppliedfor_Percentage,0.16
